OBJECTID,MUID,SEQN,SNAM,S5ID,CMPPCT,NLAYERS,HYDGRP,SOL_ZMX,ANION_EXCL,SOL_CRK,TEXTURE,SOL_Z1,SOL_BD1,SOL_AWC1,SOL_K1,SOL_CBN1,CLAY1,SILT1,SAND1,ROCK1,SOL_ALB1,USLE_K1,SOL_EC1,SOL_Z2,SOL_BD2,SOL_AWC2,SOL_K2,SOL_CBN2,CLAY2,SILT2,SAND2,ROCK2,SOL_ALB2,USLE_K2,SOL_EC2,SOL_Z3,SOL_BD3,SOL_AWC3,SOL_K3,SOL_CBN3,CLAY3,SILT3,SAND3,ROCK3,SOL_ALB3,USLE_K3,SOL_EC3,SOL_Z4,SOL_BD4,SOL_AWC4,SOL_K4,SOL_CBN4,CLAY4,SILT4,SAND4,ROCK4,SOL_ALB4,USLE_K4,SOL_EC4,SOL_Z5,SOL_BD5,SOL_AWC5,SOL_K5,SOL_CBN5,CLAY5,SILT5,SAND5,ROCK5,SOL_ALB5,USLE_K5,SOL_EC5,SOL_Z6,SOL_BD6,SOL_AWC6,SOL_K6,SOL_CBN6,CLAY6,SILT6,SAND6,ROCK6,SOL_ALB6,USLE_K6,SOL_EC6,SOL_Z7,SOL_BD7,SOL_AWC7,SOL_K7,SOL_CBN7,CLAY7,SILT7,SAND7,ROCK7,SOL_ALB7,USLE_K7,SOL_EC7,SOL_Z8,SOL_BD8,SOL_AWC8,SOL_K8,SOL_CBN8,CLAY8,SILT8,SAND8,ROCK8,SOL_ALB8,USLE_K8,SOL_EC8,SOL_Z9,SOL_BD9,SOL_AWC9,SOL_K9,SOL_CBN9,CLAY9,SILT9,SAND9,ROCK9,SOL_ALB9,USLE_K9,SOL_EC9,SOL_Z10,SOL_BD10,SOL_AWC10,SOL_K10,SOL_CBN10,CLAY10,SILT10,SAND10,ROCK10,SOL_ALB10,USLE_K10,SOL_EC10,SOL_CAL1,SOL_CAL2,SOL_CAL3,SOL_CAL4,SOL_CAL5,SOL_CAL6,SOL_CAL7,SOL_CAL8,SOL_CAL9,SOL_CAL10,SOL_PH1,SOL_PH2,SOL_PH3,SOL_PH4,SOL_PH5,SOL_PH6,SOL_PH7,SOL_PH8,SOL_PH9,SOL_PH10
53,324938,1,RGlep-dy,0,100,2,D,450,0.5,0.45,clay_loam,250,1.61,0.15,11.7,2.000,30.0,37.8,32.2,10,0.20,0.2,0,450,1.61,0.18,15.6,0.400,7.0,17.3,75.7,10,0.20,0.2,0,0,0.00,0.07,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,324938,1,STch-rt-sl,0,100,3,D,1000,0.5,0.5,loam,250,1.21,0.19,14.8,4.000,17.0,43.0,40.0,11,0.20,0.2,0,550,1.73,0.11,5.3,0.300,25.0,65.6,9.4,11,0.20,0.4,0,1000,1.96,0.19,1.3,0.100,39.0,53.6,7.4,10,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,324938,1,STdy,0,100,3,C,1000,0.5,0.5,loamy_sand,250,1.32,0.23,28.2,2.000,3.0,21.7,75.3,12,0.20,0.2,0,550,1.59,0.20,17.1,0.300,2.0,18.7,79.3,13,0.20,0.2,0,1000,1.71,0.16,10.6,0.200,4.0,30.2,65.8,11,0.20,0.3,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,324938,1,STdy-sl,0,100,3,C,1000,0.5,0.5,silt_loam,250,1.37,0.17,8.5,2.300,15.0,54.2,30.8,11,0.20,0.3,0,550,1.59,0.17,13.8,0.300,6.0,51.2,42.8,11,0.20,0.4,0,1000,1.75,0.07,6.3,0.100,10.0,57.9,32.1,10,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,324938,1,STeu,0,100,3,C,1000,0.5,0.5,loam,250,1.44,0.17,15.8,2.400,19.0,35.7,45.3,10,0.20,0.2,0,550,1.68,0.13,10.0,0.200,14.0,34.2,51.8,10,0.20,0.3,0,1000,1.87,0.05,3.9,0.200,26.0,33.3,40.7,11,0.20,0.3,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,324938,1,STeu-ce,0,100,3,D,1000,0.5,0.5,silty_clay_loam,250,1.53,0.17,5.9,2.900,35.0,54.1,10.9,10,0.20,0.3,0,550,1.98,0.01,0.6,0.500,59.0,35.9,5.1,10,0.20,0.4,0,1000,2.09,0.00,0.4,0.300,59.0,35.2,5.8,10,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,324938,1,STeu-ce-pp,0,100,2,D,1000,0.5,0.5,silty_clay,250,1.87,0.09,4.8,1.500,49.0,43.4,7.6,9,0.20,0.3,0,1000,2.00,0.06,0.8,0.200,51.0,42.6,6.4,9,0.20,0.4,0,0,0.00,0.17,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,324938,1,STeu-rp-sl,0,100,3,C,1000,0.5,0.5,loam,250,1.38,0.17,16.6,2.500,16.0,35.4,48.6,12,0.20,0.2,0,550,1.74,0.12,6.1,0.100,20.0,40.9,39.1,12,0.20,0.3,0,1000,1.76,0.12,7.4,0.100,9.0,18.2,72.8,11,0.20,0.2,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,324938,1,STeu-sl,0,100,3,D,1000,0.5,0.5,loam,250,1.46,0.16,17.6,2.600,22.0,31.3,46.7,11,0.20,0.2,0,550,1.80,0.09,3.2,0.500,36.0,55.7,8.3,11,0.20,0.4,0,1000,1.93,0.12,1.9,0.200,37.0,54.4,8.6,10,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,324938,1,STeu-sl-pp,0,100,3,D,1000,0.5,0.5,loam,250,1.58,0.15,17.3,1.500,22.0,31.3,46.7,10,0.20,0.2,0,550,1.80,0.09,3.2,0.500,36.0,55.7,8.3,10,0.20,0.4,0,1000,1.93,0.25,1.9,0.200,37.0,54.4,8.6,10,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,324938,1,STfv,0,100,3,D,1000,0.5,0.5,silty_clay_loam,250,1.49,0.17,7.2,2.500,27.0,53.9,19.1,9,0.20,0.3,0,550,1.60,0.18,14.4,0.200,4.0,40.0,56.0,10,0.20,0.3,0,1000,1.70,0.00,10.5,0.200,4.0,40.0,56.0,9,0.20,0.3,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,324938,1,STlen-dy,0,100,2,C,700,0.5,0.5,loamy_sand,250,1.32,0.23,28.2,2.000,3.0,21.7,75.3,10,0.20,0.2,0,700,1.61,0.20,16.0,0.300,2.0,18.7,79.3,10,0.20,0.2,0,0,0.00,0.15,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,324938,1,STlen-lv-sl,0,100,3,D,700,0.5,0.5,silt_loam,250,1.42,0.17,7.5,2.600,22.0,55.3,22.7,11,0.20,0.3,0,450,1.78,0.09,3.3,0.500,36.0,55.7,8.3,11,0.20,0.4,0,700,1.85,0.00,2.5,0.500,37.0,54.4,8.6,11,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,324938,1,STlen-rt-sl,0,100,2,D,700,0.5,0.5,silty_clay_loam,250,1.50,0.17,6.5,2.500,28.0,55.6,16.4,11,0.20,0.3,0,700,1.71,0.14,6.6,0.400,20.0,66.3,13.7,11,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,324938,1,STlen-um-sl,0,100,2,C,700,0.5,0.5,loam,250,1.23,0.20,13.5,4.200,20.0,44.1,35.9,10,0.20,0.3,0,700,1.58,0.20,15.4,0.700,4.0,25.1,70.9,10,0.20,0.2,0,0,0.00,0.15,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,324938,1,STlrt-sl,0,100,3,D,1000,0.5,0.5,silty_clay_loam,250,1.54,0.16,5.7,2.600,33.0,56.2,10.8,10,0.20,0.3,0,550,1.80,0.09,3.2,0.500,36.0,55.7,8.3,11,0.20,0.4,0,1000.00,1.93,0.15,1.9,0.200,37.0,54.4,8.6,10,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,324938,1,STlv,0,100,3,D,1000,0.5,0.5,loam,250,1.47,0.16,19.3,2.200,19.0,29.7,51.3,11,0.20,0.2,0,550,1.71,0.12,8.8,0.200,17.0,23.9,59.1,12,0.20,0.2,0,1000,1.88,0.12,3.7,0.200,27.0,31.1,41.9,11,0.20,0.3,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,324938,1,STlv-sl,0,100,3,D,1000,0.5,0.5,silty_clay_loam,250,1.54,0.16,5.7,2.600,33.0,56.2,10.8,10,0.20,0.3,0,550,1.80,0.09,3.2,0.500,36.0,55.7,8.3,11,0.20,0.4,0,1000,1.93,0.15,1.9,0.200,37.0,54.4,8.6,10,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,324938,1,STmo,0,100,3,C,1000,0.5,0.5,sandy_loam,250,1.36,0.20,23.3,2.200,9.0,26.8,64.2,10,0.20,0.2,0,550,1.68,0.13,10.0,0.200,14.0,34.2,51.8,10,0.20,0.3,0,1000,1.87,0.20,3.9,0.200,26.0,33.3,40.7,9,0.20,0.3,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,324938,1,STrt,0,100,3,C,1000,0.5,0.5,loam,250,1.50,0.16,18.9,2.000,20.0,29.8,50.2,11,0.20,0.2,0,550,1.71,0.13,8.3,0.200,18.0,35.9,46.1,11,0.20,0.3,0,1000,1.84,0.14,4.8,0.200,22.0,38.5,39.5,10,0.20,0.3,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,324938,1,STrt-sl,0,100,3,D,1000,0.5,0.5,silty_clay_loam,250,1.50,0.17,6.5,2.500,28.0,55.6,16.4,10,0.20,0.3,0,550,1.75,0.10,3.9,0.700,33.0,56.2,10.8,10,0.20,0.4,0,1000,1.90,0.18,2.4,0.300,34.0,55.0,11.0,10,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,324938,1,STum,0,100,3,C,1000,0.5,0.5,loam,250,1.04,0.27,10.5,5.600,8.0,47.3,44.7,14,0.20,0.3,0,550,1.59,0.20,17.1,0.400,3.0,17.8,79.2,14,0.20,0.2,0,1000,1.71,0.25,11.8,0.200,3.0,14.4,82.6,13,0.20,0.2,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,324938,1,STum-fv,0,100,3,D,1000,0.5,0.5,silt_loam,250,1.09,0.23,2.3,5.000,10.0,79.2,10.8,10,0.20,0.3,0,550,1.57,0.19,15.7,0.600,5.0,30.5,64.5,10,0.20,0.3,0,1000,1.70,0.00,9.7,0.500,9.0,42.6,48.4,9,0.20,0.3,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,324938,1,STv-sl,0,100,3,D,1000,0.5,0.5,silty_clay_loam,250,1.54,0.16,5.7,2.600,33.0,56.2,10.8,10,0.20,0.3,0,550,1.80,0.09,3.2,0.500,36.0,55.7,8.3,11,0.20,0.4,0,1000.00,1.93,0.15,1.9,0.200,37.0,54.4,8.6,10,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,324938,1,TCsp,0,100,2,C,1000,0.5,0.5,sandy_loam,250,1.25,0.23,32.6,3.100,7.0,18.1,74.9,13,0.20,0.2,0,1000,1.67,0.17,11.5,0.300,7.0,40.2,52.8,13,0.20,0.3,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,324938,1,TCsp-st-sl,0,100,2,C,1000,0.5,0.5,silt_loam,250,1.43,0.17,6.2,2.000,18.0,60.8,21.2,10,0.20,0.3,0,1000,1.65,0.17,11.5,0.300,6.0,51.2,42.8,10,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,324938,1,Bog_organic,0,100,2,D,800,0.5,0.5,silt_loam,0,0.33,0.35,40.0,25.000,52.9,30.0,17.1,13,0.20,0.1,0,800,0.33,0.35,40.0,25.000,52.9,30.0,17.1,13,0.20,0.1,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,324938,1,UMha-ap,0,100,3,C,1000,0.5,0.5,sandy_loam,250,1.09,0.26,33.2,4.000,5.0,22.4,72.6,12,0.20,0.2,0,550,1.55,0.20,16.3,0.700,4.0,30.9,65.1,12,0.20,0.3,0,1000,1.89,0.10,3.0,0.300,31.0,49.0,20.0,11,0.20,0.4,0,0,0.00,0.00,0.0,0.000,0.0,0.0,0.0,0,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
