date,var,depth,site,value
2022-03-03,smc,450,600409,44.2
2022-03-03,smc,450,600410,30.4
2022-03-03,smc,450,600411,18
2022-03-03,smc,450,600413,27.9
2022-03-03,smc,600,600409,45.7
2022-03-03,smc,600,600410,24.8
2022-03-03,smc,600,600411,22.2
2022-03-03,smc,600,600413,28.5
2022-03-03,smc,750,600409,44
2022-03-03,smc,750,600410,31.7
2022-03-03,smc,750,600411,28.7
2022-03-03,smc,750,600413,32.2
2022-03-03,smc,900,600409,44.5
2022-03-03,smc,900,600410,42.9
2022-03-03,smc,900,600411,37.4
2022-03-03,smc,900,600413,39.2
2022-03-03,temp,035,600409,-0.5
2022-03-03,temp,035,600410,-0.1
2022-03-03,temp,035,600411,-0.5
2022-03-03,temp,035,600413,0.3
2022-03-03,temp,100,600409,0.3
2022-03-03,temp,100,600410,-0.1
2022-03-03,temp,100,600411,-0.2
2022-03-03,temp,100,600413,-0
2022-03-03,temp,200,600409,0.7
2022-03-03,temp,200,600410,0.1
2022-03-03,temp,200,600411,-0.3
2022-03-03,temp,200,600413,-0.2
2022-03-03,temp,300,600409,0.7
2022-03-03,temp,300,600410,-0.1
2022-03-03,temp,300,600411,-0.2
2022-03-03,temp,300,600413,-0.1
2022-03-03,temp,400,600409,1.2
2022-03-03,temp,400,600410,-0.2
2022-03-03,temp,400,600411,0
2022-03-03,temp,400,600413,0.1
2022-03-03,temp,500,600409,1.2
2022-03-03,temp,500,600410,-0
2022-03-03,temp,500,600411,0.2
2022-03-03,temp,500,600413,-0.1
2022-03-03,temp,600,600409,1.5
2022-03-03,temp,600,600410,0.1
2022-03-03,temp,600,600411,0.5
2022-03-03,temp,600,600413,0.3
2022-03-04,smc,300,600409,38.4
2022-03-04,smc,300,600410,21.9
2022-03-04,smc,300,600411,20.7
2022-03-04,smc,300,600413,18.4
2022-03-04,smc,450,600409,44.2
2022-03-04,smc,450,600410,30.6
2022-03-04,smc,450,600411,18
2022-03-04,smc,450,600413,28.1
2022-03-04,smc,600,600409,45.7
2022-03-04,smc,600,600410,25
2022-03-04,smc,600,600411,22.2
2022-03-04,smc,600,600413,28.7
2022-03-04,smc,750,600409,44
2022-03-04,smc,750,600410,31.7
2022-03-04,smc,750,600411,28.4
2022-03-04,smc,750,600413,32.2
2022-03-04,smc,900,600409,44.5
2022-03-04,smc,900,600410,42.9
2022-03-04,smc,900,600411,37.2
2022-03-04,smc,900,600413,39.2
2022-03-04,temp,035,600409,-0.9
2022-03-04,temp,035,600410,-0.3
2022-03-04,temp,035,600411,-0.8
2022-03-04,temp,035,600413,0.2
2022-03-04,temp,100,600409,0.2
2022-03-04,temp,100,600410,-0.2
2022-03-04,temp,100,600411,-0.4
2022-03-04,temp,100,600413,-0
2022-03-04,temp,200,600409,0.6
2022-03-04,temp,200,600410,0.2
2022-03-04,temp,200,600411,-0.3
2022-03-04,temp,200,600413,-0.2
2022-03-04,temp,300,600409,0.7
2022-03-04,temp,300,600410,-0.1
2022-03-04,temp,300,600411,-0.2
2022-03-04,temp,300,600413,-0.1
2022-03-04,temp,400,600409,1.2
2022-03-04,temp,400,600410,-0.2
2022-03-04,temp,400,600411,0
2022-03-04,temp,400,600413,0.1
2022-03-04,temp,500,600409,1.2
2022-03-04,temp,500,600410,-0
2022-03-04,temp,500,600411,0.2
2022-03-04,temp,500,600413,-0.1
2022-03-04,temp,600,600409,1.5
2022-03-04,temp,600,600410,0.1
2022-03-04,temp,600,600411,0.5
2022-03-04,temp,600,600413,0.3
2022-03-05,smc,300,600409,37.1
2022-03-05,smc,300,600410,22.1
2022-03-05,smc,300,600411,20.7
2022-03-05,smc,300,600413,18.7
2022-03-05,smc,450,600409,44.2
2022-03-05,smc,450,600410,30.8
2022-03-05,smc,450,600411,18.1
2022-03-05,smc,450,600413,28.3
2022-03-05,smc,600,600409,45.5
2022-03-05,smc,600,600410,25.2
2022-03-05,smc,600,600411,22.2
2022-03-05,smc,600,600413,29
2022-03-05,smc,750,600409,44
2022-03-05,smc,750,600410,31.7
2022-03-05,smc,750,600411,28.2
2022-03-05,smc,750,600413,32.2
2022-03-05,smc,900,600409,44.5
2022-03-05,smc,900,600410,42.9
2022-03-05,smc,900,600411,37.2
2022-03-05,smc,900,600413,39.2
2022-03-05,temp,035,600409,-1
2022-03-05,temp,035,600410,-0.3
2022-03-05,temp,035,600411,-0.8
2022-03-05,temp,035,600413,0.2
2022-03-05,temp,100,600409,0.1
2022-03-05,temp,100,600410,-0.2
2022-03-05,temp,100,600411,-0.5
2022-03-05,temp,100,600413,-0
2022-03-05,temp,200,600409,0.6
2022-03-05,temp,200,600410,0.2
2022-03-05,temp,200,600411,-0.3
2022-03-05,temp,200,600413,-0.2
2022-03-05,temp,300,600409,0.6
2022-03-05,temp,300,600410,-0
2022-03-05,temp,300,600411,-0.2
2022-03-05,temp,300,600413,-0.1
2022-03-05,temp,400,600409,1.2
2022-03-05,temp,400,600410,-0.2
2022-03-05,temp,400,600411,0
2022-03-05,temp,400,600413,0.1
2022-03-05,temp,500,600409,1.2
2022-03-05,temp,500,600410,0
2022-03-05,temp,500,600411,0.2
2022-03-05,temp,500,600413,-0.1
2022-03-05,temp,600,600409,1.5
2022-03-05,temp,600,600410,0.1
2022-03-05,temp,600,600411,0.5
2022-03-05,temp,600,600413,0.3
2022-03-06,smc,300,600409,36.5
2022-03-06,smc,300,600410,22.2
2022-03-06,smc,300,600411,20.6
2022-03-06,smc,300,600413,18.9
2022-03-06,smc,450,600409,44.2
2022-03-06,smc,450,600410,31.1
2022-03-06,smc,450,600411,18.2
2022-03-06,smc,450,600413,28.6
2022-03-06,smc,600,600409,45.6
2022-03-06,smc,600,600410,25.3
2022-03-06,smc,600,600411,22.3
2022-03-06,smc,600,600413,29.1
2022-03-06,smc,750,600409,44
2022-03-06,smc,750,600410,31.7
2022-03-06,smc,750,600411,28.1
2022-03-06,smc,750,600413,32.3
2022-03-06,smc,900,600409,44.5
2022-03-06,smc,900,600410,43
2022-03-06,smc,900,600411,37.2
2022-03-06,smc,900,600413,39.2
2022-03-06,temp,035,600409,-1
2022-03-06,temp,035,600410,-0.6
2022-03-06,temp,035,600411,-1
2022-03-06,temp,035,600413,0.3
2022-03-06,temp,100,600409,0
2022-03-06,temp,100,600410,-0.3
2022-03-06,temp,100,600411,-0.6
2022-03-06,temp,100,600413,-0
2022-03-06,temp,200,600409,0.5
2022-03-06,temp,200,600410,0.2
2022-03-06,temp,200,600411,-0.3
2022-03-06,temp,200,600413,-0.2
2022-03-06,temp,300,600409,0.6
2022-03-06,temp,300,600410,-0
2022-03-06,temp,300,600411,-0.2
2022-03-06,temp,300,600413,-0.1
2022-03-06,temp,400,600409,1.2
2022-03-06,temp,400,600410,-0.2
2022-03-06,temp,400,600411,0
2022-03-06,temp,400,600413,0.1
2022-03-06,temp,500,600409,1.2
2022-03-06,temp,500,600410,0
2022-03-06,temp,500,600411,0.2
2022-03-06,temp,500,600413,-0.1
2022-03-06,temp,600,600409,1.5
2022-03-06,temp,600,600410,0.2
2022-03-06,temp,600,600411,0.5
2022-03-06,temp,600,600413,0.3
2022-03-07,smc,300,600409,36.3
2022-03-07,smc,300,600410,22.2
2022-03-07,smc,300,600411,20.6
2022-03-07,smc,300,600413,19.2
2022-03-07,smc,450,600409,44.2
2022-03-07,smc,450,600410,31.2
2022-03-07,smc,450,600411,18.4
2022-03-07,smc,450,600413,28.8
2022-03-07,smc,600,600409,45.7
2022-03-07,smc,600,600410,25.6
2022-03-07,smc,600,600411,22.4
2022-03-07,smc,600,600413,29.4
2022-03-07,smc,750,600409,44
2022-03-07,smc,750,600410,31.7
2022-03-07,smc,750,600411,28
2022-03-07,smc,750,600413,32.4
2022-03-07,smc,900,600409,44.5
2022-03-07,smc,900,600410,43
2022-03-07,smc,900,600411,37.2
2022-03-07,smc,900,600413,39.2
2022-03-07,temp,035,600409,-0.6
2022-03-07,temp,035,600410,-0.3
2022-03-07,temp,035,600411,-0.6
2022-03-07,temp,035,600413,0.6
2022-03-07,temp,100,600409,0
2022-03-07,temp,100,600410,-0.2
2022-03-07,temp,100,600411,-0.5
2022-03-07,temp,100,600413,-0
2022-03-07,temp,200,600409,0.5
2022-03-07,temp,200,600410,0.1
2022-03-07,temp,200,600411,-0.3
2022-03-07,temp,200,600413,-0.2
2022-03-07,temp,300,600409,0.6
2022-03-07,temp,300,600410,-0
2022-03-07,temp,300,600411,-0.2
2022-03-07,temp,300,600413,-0.1
2022-03-07,temp,400,600409,1.1
2022-03-07,temp,400,600410,-0.2
2022-03-07,temp,400,600411,0
2022-03-07,temp,400,600413,0.1
2022-03-07,temp,500,600409,1.1
2022-03-07,temp,500,600410,0
2022-03-07,temp,500,600411,0.2
2022-03-07,temp,500,600413,-0.1
2022-03-07,temp,600,600409,1.4
2022-03-07,temp,600,600410,0.1
2022-03-07,temp,600,600411,0.5
2022-03-07,temp,600,600413,0.3
2022-03-08,smc,300,600409,36.2
2022-03-08,smc,300,600410,22.4
2022-03-08,smc,300,600411,20.7
2022-03-08,smc,300,600413,19.4
2022-03-08,smc,450,600409,44.2
2022-03-08,smc,450,600410,31.4
2022-03-08,smc,450,600411,18.6
2022-03-08,smc,450,600413,29.1
2022-03-08,smc,600,600409,45.7
2022-03-08,smc,600,600410,25.7
2022-03-08,smc,600,600411,22.6
2022-03-08,smc,600,600413,29.7
2022-03-08,smc,750,600409,44
2022-03-08,smc,750,600410,31.8
2022-03-08,smc,750,600411,27.7
2022-03-08,smc,750,600413,32.5
2022-03-08,smc,900,600409,44.7
2022-03-08,smc,900,600410,43
2022-03-08,smc,900,600411,37.2
2022-03-08,smc,900,600413,39.2
2022-03-08,temp,035,600409,-0.4
2022-03-08,temp,035,600410,-0.2
2022-03-08,temp,035,600411,-0.4
2022-03-08,temp,035,600413,0.4
2022-03-08,temp,100,600409,0
2022-03-08,temp,100,600410,-0.2
2022-03-08,temp,100,600411,-0.3
2022-03-08,temp,100,600413,0
2022-03-08,temp,200,600409,0.5
2022-03-08,temp,200,600410,0.2
2022-03-08,temp,200,600411,-0.3
2022-03-08,temp,200,600413,-0.2
2022-03-08,temp,300,600409,0.5
2022-03-08,temp,300,600410,-0
2022-03-08,temp,300,600411,-0.2
2022-03-08,temp,300,600413,-0.1
2022-03-08,temp,400,600409,1.1
2022-03-08,temp,400,600410,-0.2
2022-03-08,temp,400,600411,0
2022-03-08,temp,400,600413,0.1
2022-03-08,temp,500,600409,1.1
2022-03-08,temp,500,600410,0
2022-03-08,temp,500,600411,0.3
2022-03-08,temp,500,600413,-0.1
2022-03-08,temp,600,600409,1.3
2022-03-08,temp,600,600410,0.2
2022-03-08,temp,600,600411,0.5
2022-03-08,temp,600,600413,0.3
2022-03-09,smc,300,600409,36.2
2022-03-09,smc,300,600410,22.6
2022-03-09,smc,300,600411,20.8
2022-03-09,smc,300,600413,19.7
2022-03-09,smc,450,600409,44.2
2022-03-09,smc,450,600410,31.6
2022-03-09,smc,450,600411,18.8
2022-03-09,smc,450,600413,29.2
2022-03-09,smc,600,600409,45.7
2022-03-09,smc,600,600410,26
2022-03-09,smc,600,600411,22.7
2022-03-09,smc,600,600413,29.9
2022-03-09,smc,750,600409,44
2022-03-09,smc,750,600410,32
2022-03-09,smc,750,600411,27.7
2022-03-09,smc,750,600413,32.5
2022-03-09,smc,900,600409,44.7
2022-03-09,smc,900,600410,43
2022-03-09,smc,900,600411,37.1
2022-03-09,smc,900,600413,39.2
2022-03-09,temp,035,600409,-0.4
2022-03-09,temp,035,600410,-0.2
2022-03-09,temp,035,600411,-0.4
2022-03-09,temp,035,600413,0.1
2022-03-09,temp,100,600409,0
2022-03-09,temp,100,600410,-0.2
2022-03-09,temp,100,600411,-0.3
2022-03-09,temp,100,600413,0
2022-03-09,temp,200,600409,0.4
2022-03-09,temp,200,600410,0.2
2022-03-09,temp,200,600411,-0.3
2022-03-09,temp,200,600413,-0.2
2022-03-09,temp,300,600409,0.5
2022-03-09,temp,300,600410,-0
2022-03-09,temp,300,600411,-0.2
2022-03-09,temp,300,600413,-0.1
2022-03-09,temp,400,600409,1.1
2022-03-09,temp,400,600410,-0.2
2022-03-09,temp,400,600411,0
2022-03-09,temp,400,600413,0.1
2022-03-09,temp,500,600409,1.1
2022-03-09,temp,500,600410,0
2022-03-09,temp,500,600411,0.3
2022-03-09,temp,500,600413,-0.1
2022-03-09,temp,600,600409,1.2
2022-03-09,temp,600,600410,0.2
2022-03-09,temp,600,600411,0.6
2022-03-09,temp,600,600413,0.3
2022-03-10,smc,300,600409,36.1
2022-03-10,smc,300,600410,22.8
2022-03-10,smc,300,600411,21
2022-03-10,smc,300,600413,19.9
2022-03-10,smc,450,600409,44.2
2022-03-10,smc,450,600410,31.7
2022-03-10,smc,450,600411,19.1
2022-03-10,smc,450,600413,29.5
2022-03-10,smc,600,600409,45.7
2022-03-10,smc,600,600410,26.2
2022-03-10,smc,600,600411,22.7
2022-03-10,smc,600,600413,30.2
2022-03-10,smc,750,600409,44
2022-03-10,smc,750,600410,32
2022-03-10,smc,750,600411,27.7
2022-03-10,smc,750,600413,32.5
2022-03-10,smc,900,600409,44.7
2022-03-10,smc,900,600410,43
2022-03-10,smc,900,600411,37
2022-03-10,smc,900,600413,39.2
2022-03-10,temp,035,600409,-0.2
2022-03-10,temp,035,600410,-0.2
2022-03-10,temp,035,600411,-0.2
2022-03-10,temp,035,600413,0.1
2022-03-10,temp,100,600409,0
2022-03-10,temp,100,600410,-0.1
2022-03-10,temp,100,600411,-0.3
2022-03-10,temp,100,600413,0
2022-03-10,temp,200,600409,0.4
2022-03-10,temp,200,600410,0.2
2022-03-10,temp,200,600411,-0.3
2022-03-10,temp,200,600413,-0.2
2022-03-10,temp,300,600409,0.5
2022-03-10,temp,300,600410,-0
2022-03-10,temp,300,600411,-0.2
2022-03-10,temp,300,600413,-0.1
2022-03-10,temp,400,600409,1.1
2022-03-10,temp,400,600410,-0.2
2022-03-10,temp,400,600411,0
2022-03-10,temp,400,600413,0.1
2022-03-10,temp,500,600409,1.1
2022-03-10,temp,500,600410,0
2022-03-10,temp,500,600411,0.3
2022-03-10,temp,500,600413,-0.1
2022-03-10,temp,600,600409,1.2
2022-03-10,temp,600,600410,0.2
2022-03-10,temp,600,600411,0.6
2022-03-10,temp,600,600413,0.3
2022-03-11,smc,300,600409,36.1
2022-03-11,smc,300,600410,23.1
2022-03-11,smc,300,600411,21.2
2022-03-11,smc,300,600413,20.1
2022-03-11,smc,450,600409,44.4
2022-03-11,smc,450,600410,31.8
2022-03-11,smc,450,600411,19.2
2022-03-11,smc,450,600413,29.7
2022-03-11,smc,600,600409,45.7
2022-03-11,smc,600,600410,26.4
2022-03-11,smc,600,600411,22.9
2022-03-11,smc,600,600413,30.5
2022-03-11,smc,750,600409,44
2022-03-11,smc,750,600410,32
2022-03-11,smc,750,600411,27.7
2022-03-11,smc,750,600413,32.7
2022-03-11,smc,900,600409,44.7
2022-03-11,smc,900,600410,43
2022-03-11,smc,900,600411,37
2022-03-11,smc,900,600413,39.3
2022-03-11,temp,035,600409,-0.1
2022-03-11,temp,035,600410,-0.1
2022-03-11,temp,035,600411,-0.2
2022-03-11,temp,035,600413,0.5
2022-03-11,temp,100,600409,0.1
2022-03-11,temp,100,600410,-0.1
2022-03-11,temp,100,600411,-0.2
2022-03-11,temp,100,600413,0
2022-03-11,temp,200,600409,0.4
2022-03-11,temp,200,600410,0.2
2022-03-11,temp,200,600411,-0.3
2022-03-11,temp,200,600413,-0.2
2022-03-11,temp,300,600409,0.5
2022-03-11,temp,300,600410,0
2022-03-11,temp,300,600411,-0.2
2022-03-11,temp,300,600413,-0.1
2022-03-11,temp,400,600409,1.1
2022-03-11,temp,400,600410,-0.1
2022-03-11,temp,400,600411,0
2022-03-11,temp,400,600413,0.1
2022-03-11,temp,500,600409,1.1
2022-03-11,temp,500,600410,0
2022-03-11,temp,500,600411,0.3
2022-03-11,temp,500,600413,-0.1
2022-03-11,temp,600,600409,1.2
2022-03-11,temp,600,600410,0.2
2022-03-11,temp,600,600411,0.6
2022-03-11,temp,600,600413,0.3
2022-03-12,smc,300,600409,36.1
2022-03-12,smc,300,600410,23.3
2022-03-12,smc,300,600411,21.4
2022-03-12,smc,300,600413,20.4
2022-03-12,smc,450,600409,44.4
2022-03-12,smc,450,600410,32
2022-03-12,smc,450,600411,19.2
2022-03-12,smc,450,600413,30
2022-03-12,smc,600,600409,45.7
2022-03-12,smc,600,600410,26.7
2022-03-12,smc,600,600411,23.1
2022-03-12,smc,600,600413,30.7
2022-03-12,smc,750,600409,44.2
2022-03-12,smc,750,600410,32.1
2022-03-12,smc,750,600411,27.7
2022-03-12,smc,750,600413,32.7
2022-03-12,smc,900,600409,44.7
2022-03-12,smc,900,600410,43
2022-03-12,smc,900,600411,37
2022-03-12,smc,900,600413,39.4
2022-03-12,temp,035,600409,-0.8
2022-03-12,temp,035,600410,-0.2
2022-03-12,temp,035,600411,-0.5
2022-03-12,temp,035,600413,0.4
2022-03-12,temp,100,600409,0
2022-03-12,temp,100,600410,-0.1
2022-03-12,temp,100,600411,-0.3
2022-03-12,temp,100,600413,0
2022-03-12,temp,200,600409,0.4
2022-03-12,temp,200,600410,0.2
2022-03-12,temp,200,600411,-0.2
2022-03-12,temp,200,600413,-0.2
2022-03-12,temp,300,600409,0.5
2022-03-12,temp,300,600410,0
2022-03-12,temp,300,600411,-0.2
2022-03-12,temp,300,600413,-0.1
2022-03-12,temp,400,600409,1.1
2022-03-12,temp,400,600410,-0.1
2022-03-12,temp,400,600411,0
2022-03-12,temp,400,600413,0.1
2022-03-12,temp,500,600409,1
2022-03-12,temp,500,600410,0
2022-03-12,temp,500,600411,0.3
2022-03-12,temp,500,600413,-0
2022-03-12,temp,600,600409,1.2
2022-03-12,temp,600,600410,0.2
2022-03-12,temp,600,600411,0.6
2022-03-12,temp,600,600413,0.3
2022-03-13,smc,300,600409,36
2022-03-13,smc,300,600410,23.5
2022-03-13,smc,300,600411,21.5
2022-03-13,smc,300,600413,20.6
2022-03-13,smc,450,600409,44.4
2022-03-13,smc,450,600410,32.2
2022-03-13,smc,450,600411,19.4
2022-03-13,smc,450,600413,30.2
2022-03-13,smc,600,600409,45.7
2022-03-13,smc,600,600410,26.8
2022-03-13,smc,600,600411,23.1
2022-03-13,smc,600,600413,30.9
2022-03-13,smc,750,600409,44.2
2022-03-13,smc,750,600410,32.2
2022-03-13,smc,750,600411,27.6
2022-03-13,smc,750,600413,32.7
2022-03-13,smc,900,600409,44.7
2022-03-13,smc,900,600410,43
2022-03-13,smc,900,600411,37
2022-03-13,smc,900,600413,39.4
2022-03-13,temp,035,600409,-1
2022-03-13,temp,035,600410,-0.3
2022-03-13,temp,035,600411,-0.6
2022-03-13,temp,035,600413,0.5
2022-03-13,temp,100,600409,-0.1
2022-03-13,temp,100,600410,-0.2
2022-03-13,temp,100,600411,-0.4
2022-03-13,temp,100,600413,0
2022-03-13,temp,200,600409,0.3
2022-03-13,temp,200,600410,0.2
2022-03-13,temp,200,600411,-0.3
2022-03-13,temp,200,600413,-0.2
2022-03-13,temp,300,600409,0.5
2022-03-13,temp,300,600410,0
2022-03-13,temp,300,600411,-0.2
2022-03-13,temp,300,600413,-0.1
2022-03-13,temp,400,600409,1
2022-03-13,temp,400,600410,-0.1
2022-03-13,temp,400,600411,0.1
2022-03-13,temp,400,600413,0.1
2022-03-13,temp,500,600409,1
2022-03-13,temp,500,600410,0
2022-03-13,temp,500,600411,0.3
2022-03-13,temp,500,600413,-0
2022-03-13,temp,600,600409,1.2
2022-03-13,temp,600,600410,0.2
2022-03-13,temp,600,600411,0.6
2022-03-13,temp,600,600413,0.3
2022-03-14,smc,300,600409,35.9
2022-03-14,smc,300,600410,23.6
2022-03-14,smc,300,600411,21.5
2022-03-14,smc,300,600413,20.7
2022-03-14,smc,450,600409,44.4
2022-03-14,smc,450,600410,32.4
2022-03-14,smc,450,600411,19.8
2022-03-14,smc,450,600413,30.6
2022-03-14,smc,600,600409,45.7
2022-03-14,smc,600,600410,27.1
2022-03-14,smc,600,600411,23.2
2022-03-14,smc,600,600413,31.2
2022-03-14,smc,750,600409,44.2
2022-03-14,smc,750,600410,32.2
2022-03-14,smc,750,600411,27.6
2022-03-14,smc,750,600413,32.9
2022-03-14,smc,900,600409,44.9
2022-03-14,smc,900,600410,43
2022-03-14,smc,900,600411,37
2022-03-14,smc,900,600413,39.4
2022-03-14,temp,035,600409,-1
2022-03-14,temp,035,600410,-0.3
2022-03-14,temp,035,600411,-0.6
2022-03-14,temp,035,600413,0.8
2022-03-14,temp,100,600409,-0.1
2022-03-14,temp,100,600410,-0.2
2022-03-14,temp,100,600411,-0.4
2022-03-14,temp,100,600413,0
2022-03-14,temp,200,600409,0.3
2022-03-14,temp,200,600410,0.2
2022-03-14,temp,200,600411,-0.3
2022-03-14,temp,200,600413,-0.2
2022-03-14,temp,300,600409,0.5
2022-03-14,temp,300,600410,0
2022-03-14,temp,300,600411,-0.2
2022-03-14,temp,300,600413,-0.1
2022-03-14,temp,400,600409,1
2022-03-14,temp,400,600410,-0.1
2022-03-14,temp,400,600411,0.1
2022-03-14,temp,400,600413,0.1
2022-03-14,temp,500,600409,1
2022-03-14,temp,500,600410,0
2022-03-14,temp,500,600411,0.3
2022-03-14,temp,500,600413,-0
2022-03-14,temp,600,600409,1.2
2022-03-14,temp,600,600410,0.2
2022-03-14,temp,600,600411,0.6
2022-03-14,temp,600,600413,0.3
2022-03-15,smc,300,600409,35.7
2022-03-15,smc,300,600410,23.7
2022-03-15,smc,300,600411,21.5
2022-03-15,smc,300,600413,20.9
2022-03-15,smc,450,600409,44.4
2022-03-15,smc,450,600410,32.5
2022-03-15,smc,450,600411,20.1
2022-03-15,smc,450,600413,30.8
2022-03-15,smc,600,600409,45.7
2022-03-15,smc,600,600410,27.2
2022-03-15,smc,600,600411,23.2
2022-03-15,smc,600,600413,31.4
2022-03-15,smc,750,600409,44.2
2022-03-15,smc,750,600410,32.2
2022-03-15,smc,750,600411,27.6
2022-03-15,smc,750,600413,33
2022-03-15,smc,900,600409,44.9
2022-03-15,smc,900,600410,43
2022-03-15,smc,900,600411,37
2022-03-15,smc,900,600413,39.4
2022-03-15,temp,035,600409,-1
2022-03-15,temp,035,600410,-0.3
2022-03-15,temp,035,600411,-0.6
2022-03-15,temp,035,600413,0.6
2022-03-15,temp,100,600409,-0.1
2022-03-15,temp,100,600410,-0.2
2022-03-15,temp,100,600411,-0.4
2022-03-15,temp,100,600413,0
2022-03-15,temp,200,600409,0.3
2022-03-15,temp,200,600410,0.2
2022-03-15,temp,200,600411,-0.3
2022-03-15,temp,200,600413,-0.2
2022-03-15,temp,300,600409,0.4
2022-03-15,temp,300,600410,0
2022-03-15,temp,300,600411,-0.2
2022-03-15,temp,300,600413,-0.1
2022-03-15,temp,400,600409,1
2022-03-15,temp,400,600410,-0.1
2022-03-15,temp,400,600411,0.1
2022-03-15,temp,400,600413,0.1
2022-03-15,temp,500,600409,1
2022-03-15,temp,500,600410,0
2022-03-15,temp,500,600411,0.3
2022-03-15,temp,500,600413,-0
2022-03-15,temp,600,600409,1.2
2022-03-15,temp,600,600410,0.2
2022-03-15,temp,600,600411,0.6
2022-03-15,temp,600,600413,0.3
2022-03-16,smc,300,600409,35.7
2022-03-16,smc,300,600410,23.8
2022-03-16,smc,300,600411,21.7
2022-03-16,smc,300,600413,21.2
2022-03-16,smc,450,600409,44.5
2022-03-16,smc,450,600410,32.6
2022-03-16,smc,450,600411,20.3
2022-03-16,smc,450,600413,31.2
2022-03-16,smc,600,600409,45.7
2022-03-16,smc,600,600410,27.5
2022-03-16,smc,600,600411,23.4
2022-03-16,smc,600,600413,31.7
2022-03-16,smc,750,600409,44.2
2022-03-16,smc,750,600410,32.4
2022-03-16,smc,750,600411,27.6
2022-03-16,smc,750,600413,33
2022-03-16,smc,900,600409,44.9
2022-03-16,smc,900,600410,43
2022-03-16,smc,900,600411,37
2022-03-16,smc,900,600413,39.4
2022-03-16,temp,035,600409,-0.2
2022-03-16,temp,035,600410,-0.1
2022-03-16,temp,035,600411,-0.2
2022-03-16,temp,035,600413,0.9
2022-03-16,temp,100,600409,-0
2022-03-16,temp,100,600410,-0.2
2022-03-16,temp,100,600411,-0.2
2022-03-16,temp,100,600413,0.1
2022-03-16,temp,200,600409,0.3
2022-03-16,temp,200,600410,0.2
2022-03-16,temp,200,600411,-0.3
2022-03-16,temp,200,600413,-0.2
2022-03-16,temp,300,600409,0.3
2022-03-16,temp,300,600410,0
2022-03-16,temp,300,600411,-0.2
2022-03-16,temp,300,600413,-0.1
2022-03-16,temp,400,600409,1
2022-03-16,temp,400,600410,-0.1
2022-03-16,temp,400,600411,0.1
2022-03-16,temp,400,600413,0.1
2022-03-16,temp,500,600409,1
2022-03-16,temp,500,600410,0.1
2022-03-16,temp,500,600411,0.3
2022-03-16,temp,500,600413,-0
2022-03-16,temp,600,600409,1.2
2022-03-16,temp,600,600410,0.2
2022-03-16,temp,600,600411,0.6
2022-03-16,temp,600,600413,0.3
2022-03-17,smc,300,600409,35.8
2022-03-17,smc,300,600410,24.1
2022-03-17,smc,300,600411,21.9
2022-03-17,smc,300,600413,21.5
2022-03-17,smc,450,600409,44.5
2022-03-17,smc,450,600410,32.7
2022-03-17,smc,450,600411,20.6
2022-03-17,smc,450,600413,31.6
2022-03-17,smc,600,600409,45.7
2022-03-17,smc,600,600410,27.7
2022-03-17,smc,600,600411,23.5
2022-03-17,smc,600,600413,31.9
2022-03-17,smc,750,600409,44.2
2022-03-17,smc,750,600410,32.4
2022-03-17,smc,750,600411,27.6
2022-03-17,smc,750,600413,33
2022-03-17,smc,900,600409,45
2022-03-17,smc,900,600410,43.2
2022-03-17,smc,900,600411,37
2022-03-17,smc,900,600413,39.5
2022-03-17,temp,035,600409,-0
2022-03-17,temp,035,600410,-0.1
2022-03-17,temp,035,600411,-0.1
2022-03-17,temp,035,600413,0.8
2022-03-17,temp,100,600409,0
2022-03-17,temp,100,600410,-0.1
2022-03-17,temp,100,600411,-0.2
2022-03-17,temp,100,600413,0.1
2022-03-17,temp,200,600409,0.3
2022-03-17,temp,200,600410,0.2
2022-03-17,temp,200,600411,-0.2
2022-03-17,temp,200,600413,-0.1
2022-03-17,temp,300,600409,0.3
2022-03-17,temp,300,600410,0
2022-03-17,temp,300,600411,-0.2
2022-03-17,temp,300,600413,-0.1
2022-03-17,temp,400,600409,1
2022-03-17,temp,400,600410,-0.1
2022-03-17,temp,400,600411,0.1
2022-03-17,temp,400,600413,0.2
2022-03-17,temp,500,600409,1
2022-03-17,temp,500,600410,0.1
2022-03-17,temp,500,600411,0.3
2022-03-17,temp,500,600413,-0
2022-03-17,temp,600,600409,1.2
2022-03-17,temp,600,600410,0.2
2022-03-17,temp,600,600411,0.6
2022-03-17,temp,600,600413,0.3
2022-03-18,smc,300,600409,36.1
2022-03-18,smc,300,600410,24.4
2022-03-18,smc,300,600411,22.2
2022-03-18,smc,300,600413,22.7
2022-03-18,smc,450,600409,44.7
2022-03-18,smc,450,600410,32.7
2022-03-18,smc,450,600411,20.7
2022-03-18,smc,450,600413,32
2022-03-18,smc,600,600409,45.9
2022-03-18,smc,600,600410,27.9
2022-03-18,smc,600,600411,23.7
2022-03-18,smc,600,600413,32.2
2022-03-18,smc,750,600409,44.2
2022-03-18,smc,750,600410,32.5
2022-03-18,smc,750,600411,28.7
2022-03-18,smc,750,600413,33.2
2022-03-18,smc,900,600409,45
2022-03-18,smc,900,600410,43.2
2022-03-18,smc,900,600411,39.3
2022-03-18,smc,900,600413,39.5
2022-03-18,temp,035,600409,-0
2022-03-18,temp,035,600410,-0
2022-03-18,temp,035,600411,-0.1
2022-03-18,temp,035,600413,2.5
